brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,,,discount,star_rating,ratings,reviews,latest_price,old_price
HP,Pavilion,AMD,Ryzen 7,Missing,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,1,No,Yes,84190,109566,23,0,0,0,15874024.5,20653191
ASUS,Zenbook,AMD,Ryzen 7,Missing,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,14,0,Yes,No,112990,140990,19,0,0,0,21304264.5,26576615
ASUS,ROG,AMD,Ryzen 7,Missing,4 GB GB,DDR5,1024 GB,0 GB,Windows,32-bit,4,Casual,16,1,No,No,114990,145990,21,0,0,0,21681364.5,27519115
acer,Swift,AMD,Ryzen 7,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,99990,139999,28,0,0,0,18853114.5,26389811.5
ASUS,TUF,AMD,Ryzen 7,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,32-bit,4,Gaming,Missing,0,No,No,95990,105990,9,4.7,57,3,18098914.5,19979115
HP,OMEN,AMD,Ryzen 7,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,16,1,No,No,159990,186348,14,4.8,17,2,30166114.5,35126598
ASUS,ROG,AMD,Ryzen 7,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,76990,116990,34,0,0,0,14516464.5,22052615
Lenovo,Legion,AMD,Ryzen 7,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,1,No,Yes,130990,181890,27,0,0,0,24698164.5,34286265
ASUS,VivoBook,AMD,Ryzen 7,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,99990,137990,27,0,0,0,18853114.5,26011115
ASUS,ROG,AMD,Ryzen 7,Missing,4 GB GB,DDR5,1024 GB,0 GB,Windows,64-bit,4,Casual,16,0,No,No,112990,142990,20,0,0,0,21304264.5,26953615
Lenovo,Ideapad,AMD,Ryzen 7,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,Yes,77988,117290,33,0,0,0,14704637.4,22109165
ASUS,ROG,AMD,Ryzen 7,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,76000,126990,40,5,1,1,14329800,23937615
ASUS,ROG,AMD,Ryzen 7,Missing,4 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,Yes,No,99990,162990,38,4.4,77,15,18853114.5,30723615
ASUS,Zephyrus,AMD,Ryzen 7,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,111000,137990,19,0,0,0,20929050,26011115
ASUS,Ryzen,AMD,Ryzen 7,Missing,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,1,No,Yes,84970,110990,23,3,2,1,16021093.5,20921615
HP,Pavilion,AMD,Ryzen 7,Missing,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,15.6,1,No,Yes,75990,93564,18,4.5,1084,123,14327914.5,17636814
acer,Nitro,AMD,Ryzen 7,Missing,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,6,Casual,15.6,1,No,No,89990,119990,25,4.4,272,36,16967614.5,22618115
acer,Nitro,AMD,Ryzen 7,Missing,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,15.6,0,No,No,81990,119900,31,4.5,141,24,15459214.5,22601150
Lenovo,Ryzen,AMD,Ryzen 7,Missing,4 GB GB,DDR4,512 GB,1024 GB,Windows,32-bit,0,Casual,16,0,No,No,80490,118898,32,0,0,0,15176389.5,22412273
ASUS,ROG,AMD,Ryzen 9,Missing,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,15.6,1,No,No,135990,183990,26,0,0,0,25640914.5,34682115
ASUS,ROG,AMD,Ryzen 9,Missing,16 GB GB,DDR4,1024 GB,0 GB,Windows,32-bit,0,Casual,15.6,1,No,No,154990,207990,25,4.6,194,42,29223364.5,39206115
ASUS,ROG,AMD,Ryzen 9,Missing,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,15.6,1,No,Yes,199990,259990,23,4.7,9,2,37708114.5,49008115
ASUS,ROG,AMD,Ryzen 9,Missing,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,114990,162990,29,4.6,28,4,21681364.5,30723615
ASUS,ROG,AMD,Ryzen 9,Missing,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,15.6,1,No,Yes,129990,187990,30,4.3,204,35,24509614.5,35436115
ASUS,ROG,AMD,Ryzen 9,Missing,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,13.4,1,Yes,Yes,114990,175990,34,4.3,32,6,21681364.5,33174115
MSI,Delta,AMD,Ryzen 9,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,0,No,No,146990,188990,22,0,0,0,27714964.5,35624615
ASUS,VivoBook,AMD,Ryzen 9,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,104990,142990,26,4.5,14,2,19795864.5,26953615
ASUS,ROG,AMD,Ryzen 9,Missing,4 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,Yes,No,114990,181990,36,4.7,14,1,21681364.5,34305115
ASUS,ROG,AMD,Ryzen 9,Missing,4 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,Yes,Yes,124990,175990,28,5,3,0,23566864.5,33174115
ASUS,Zenbook,AMD,Ryzen 9,Missing,4 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,0,Yes,No,134990,170990,21,0,0,0,25452364.5,32231615
HP,OMEN,AMD,Ryzen 9,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,16,1,No,Yes,141990,163739,13,0,0,0,26772214.5,30864801.5
ASUS,Rog,AMD,Ryzen 9,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,129990,166990,22,0,0,0,24509614.5,31477615
ASUS,ROG,AMD,Ryzen 9,Missing,4 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,Missing,1,Yes,Yes,142990,201990,29,4,4,1,26960764.5,38075115
ASUS,Zephyrus,AMD,Ryzen 9,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,121990,155990,21,0,0,0,23001214.5,29404115
ASUS,ROG,AMD,Ryzen 9,Missing,4 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,Missing,1,Yes,Yes,124990,194990,35,4.2,44,12,23566864.5,36755615
ASUS,ROG,AMD,Ryzen 9,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,0,No,No,141990,189990,25,4.2,61,13,26772214.5,35813115
ASUS,VivoBook,AMD,Ryzen 9,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,162990,0,0,0,0,0,30731764.5,0
ASUS,VivoBook,AMD,Ryzen 9,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,130500,162990,19,0,0,0,24605775,30723615
ASUS,VivoBook,AMD,Ryzen 9,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,Missing,0,No,No,116990,149990,22,0,0,0,22058464.5,28273115
ASUS,Ryzen,AMD,Ryzen 9,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,32-bit,6,Casual,16,0,No,No,138990,210990,34,0,0,0,26206564.5,39771615
ASUS,ROG,AMD,Ryzen 9,Missing,4 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,Missing,1,Yes,Yes,234990,350990,33,0,0,0,44307364.5,66161615
ASUS,ROG,AMD,Ryzen 9,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,135990,172990,21,0,0,0,25640914.5,32608615
ASUS,ROG,AMD,Ryzen 9,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,144990,194990,25,0,0,0,27337864.5,36755615
ASUS,Ryzen,AMD,Ryzen 9,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,Missing,1,No,No,149990,0,0,0,0,0,28280614.5,0
ASUS,Ryzen,AMD,Ryzen 9,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,142990,0,0,0,0,0,26960764.5,0
SAMSUNG,Galaxy,Qualcomm,Snapdragon 7c,Missing,4 GB GB,LPDDR4X,0 GB,512 GB,Windows,32-bit,0,Casual,Missing,0,No,No,38990,47990,18,0,0,0,7351564.5,9046115
Lenovo,Thinkpad,AMD,Ryzen 5,10th,8 GB GB,DDR4,512 GB,0 GB,DOS,64-bit,0,ThinNlight,14,0,No,No,57490,78400,26,4.2,18,4,10839739.5,14778400
